OBJECTID,BoroCode,BoroCT,BldgArea,ResArea,Res_pct,TotalPop,LowMod_Population,LoMod_pct,Eligibility,CT_text
1218,3,3022100,2164785,1624852,75.06,3390,2060,60.77,CD Eligible,3022100
1219,3,3022200,2432767,1833482,75.37,3990,3325,83.33,CD Eligible,3022200
1220,3,3022400,2177206,1709386,78.51,5365,4050,75.49,CD Eligible,3022400
1221,3,3022600,1946857,621073,31.9,2170,1425,65.67,Ineligible,3022600
1222,3,3022700,3788504,2783504,73.47,3835,1515,39.5,Ineligible,3022700
1223,3,3022800,1856262,920816,49.61,3825,2615,68.37,Ineligible,3022800
2281,3,3022900,2140668,1655637,77.34,3825,1665,43.53,Ineligible,3022900
1224,3,3023000,1754789,1215597,69.27,4620,4035,87.34,CD Eligible,3023000
1225,3,3023100,2263767,1751322,77.36,3625,1485,40.97,Ineligible,3023100
1226,3,3023200,3157198,2150149,68.1,5865,4535,77.32,CD Eligible,3023200
1227,3,3023300,2706800,2200626,81.3,5930,3995,67.37,CD Eligible,3023300
1228,3,3023400,2757301,2159173,78.31,4785,4615,96.45,CD Eligible,3023400
1229,3,3023500,2500381,1890353,75.6,5000,3785,75.7,CD Eligible,3023500
1230,3,3023600,3149374,2413739,76.64,5345,4695,87.84,CD Eligible,3023600
1231,3,3023800,2480003,1991823,80.32,3820,3125,81.81,CD Eligible,3023800
1232,3,3024000,2190486,1857062,84.78,5030,4220,83.9,CD Eligible,3024000
1233,3,3024100,2317540,1284420,55.42,2860,1810,63.29,CD Eligible,3024100
1234,3,3024200,1911889,1398357,73.14,2825,1895,67.08,CD Eligible,3024200
2209,3,3024300,2151117,1761295,81.88,4200,2225,52.98,CD Eligible,3024300
1235,3,3024400,1358963,1108625,81.58,3545,2435,68.69,CD Eligible,3024400
1236,3,3024500,2331210,1864482,79.98,4685,2165,46.21,Ineligible,3024500
1237,3,3024600,1417806,1126563,79.46,2865,1610,56.2,CD Eligible,3024600
1238,3,3024700,2368966,1110813,46.89,2695,1945,72.17,Ineligible,3024700
1239,3,3024800,1341548,778590,58.04,2545,1540,60.51,CD Eligible,3024800
1240,3,3024900,2276233,1575510,69.22,4125,1925,46.67,Ineligible,3024900
1241,3,3025000,1381020,434608,31.47,1795,1465,81.62,Ineligible,3025000
1242,3,3025100,1715047,1402689,81.79,3705,2640,71.26,CD Eligible,3025100
1243,3,3025200,1976047,1632013,82.59,5255,3510,66.79,CD Eligible,3025200
1244,3,3025300,2061312,1322431,64.15,3610,2275,63.02,CD Eligible,3025300
1245,3,3025400,1272169,1107763,87.08,3180,2155,67.77,CD Eligible,3025400
1246,3,3025500,1602192,1600192,99.88,5205,4845,93.08,CD Eligible,3025500
1247,3,3025600,1325420,993678,74.97,3170,2085,65.77,CD Eligible,3025600
1248,3,3025700,2494109,1255668,50.35,2370,1385,58.44,CD Eligible,3025700
1249,3,3025800,1805964,1565006,86.66,4460,3405,76.35,CD Eligible,3025800
1250,3,3025901,1198316,841585,70.23,1815,1185,65.29,CD Eligible,3025901
1251,3,3025902,800000,800000,100,3650,3650,100,CD Eligible,3025902
1252,3,3026000,1394714,1125445,80.69,3180,2000,62.89,CD Eligible,3026000
1253,3,3026100,2859920,2427329,84.87,4580,3180,69.43,CD Eligible,3026100
1254,3,3026200,957716,845494,88.28,2510,1225,48.8,Ineligible,3026200
1255,3,3026300,895965,742602,82.88,2045,1350,66.01,CD Eligible,3026300
1256,3,3026400,1659801,1380138,83.15,4495,3090,68.74,CD Eligible,3026400
1257,3,3026500,1962082,1534175,78.19,3950,2045,51.77,CD Eligible,3026500
1258,3,3026600,1332131,1158858,86.99,3590,2540,70.75,CD Eligible,3026600
1259,3,3026700,2138517,1617481,75.64,4175,2120,50.78,Ineligible,3026700
1260,3,3026800,1631620,1543984,94.63,4290,2490,58.04,CD Eligible,3026800
1261,3,3026900,1687777,1210597,71.73,3350,2230,66.57,CD Eligible,3026900
1262,3,3027000,1149138,1001013,87.11,2145,1480,69,CD Eligible,3027000
1264,3,3027100,2878492,1746159,60.66,3315,1500,45.25,Ineligible,3027100
1265,3,3027200,1312955,1240330,94.47,3725,2565,68.86,CD Eligible,3027200
1266,3,3027300,1914395,1383753,72.28,3625,1980,54.62,CD Eligible,3027300
1267,3,3027400,1244184,1039095,83.52,3365,1700,50.52,Ineligible,3027400
1268,3,3027500,2084388,1456105,69.86,4500,2115,47,Ineligible,3027500
1269,3,3027600,1375227,1083963,78.82,3635,2930,80.61,CD Eligible,3027600
1270,3,3027700,1989107,1540501,77.45,4440,2915,65.65,CD Eligible,3027700
1271,3,3027800,1569764,1195130,76.13,3140,2015,64.17,CD Eligible,3027800
1272,3,3027900,1799865,1399238,77.74,3530,1955,55.38,CD Eligible,3027900
1273,3,3028000,978688,533811,54.54,1860,970,52.15,CD Eligible,3028000
1274,3,3028100,2977530,2363248,79.37,4655,3815,81.95,CD Eligible,3028100
1275,3,3028200,1475690,1106085,74.95,3605,2295,63.66,CD Eligible,3028200
1276,3,3028300,1692934,1431427,84.55,3540,2835,80.08,CD Eligible,3028300
1263,3,3028400,1661359,1409945,84.87,3440,2510,72.97,CD Eligible,3028400
1288,3,3029600,2541468,2270609,89.34,5250,3405,64.86,CD Eligible,3029600
1277,3,3028501,1243072,187004,15.04,360,310,86.11,Ineligible,3028501
1278,3,3028502,1579342,1484961,94.02,2935,2175,74.11,CD Eligible,3028502
1279,3,3028600,1888995,1765736,93.47,5260,4140,78.71,CD Eligible,3028600
1280,3,3028700,2368333,1845212,77.91,3290,2150,65.35,CD Eligible,3028700
1281,3,3028800,1628926,1231145,75.58,3420,1815,53.07,CD Eligible,3028800
1823,3,3028900,1790038,1400001,78.21,3530,1995,56.52,CD Eligible,3028900
1282,3,3029000,1967680,1618482,82.25,3535,2530,71.57,CD Eligible,3029000
1283,3,3029100,1785797,1224220,68.55,3120,1635,52.4,CD Eligible,3029100
1284,3,3029200,1213806,1068442,88.02,2775,1835,66.13,CD Eligible,3029200
1285,3,3029300,1971981,1342779,68.09,3345,2220,66.37,CD Eligible,3029300
1286,3,3029400,3139323,1535618,48.92,1765,1195,67.71,Ineligible,3029400
1287,3,3029500,2034987,1579965,77.64,4210,2480,58.91,CD Eligible,3029500
1289,3,3029700,2260251,1597645,70.68,4385,1965,44.81,Ineligible,3029700
1290,3,3029800,1558142,1249847,80.21,3730,2615,70.11,CD Eligible,3029800
1291,3,3029900,1586508,1120187,70.61,2065,1400,67.8,CD Eligible,3029900
1292,3,3030000,1511567,1195830,79.11,3995,2425,60.7,CD Eligible,3030000
1293,3,3030100,1956211,1185462,60.6,3010,1690,56.15,CD Eligible,3030100
1294,3,3030200,1625563,1240360,76.3,4420,2335,52.83,CD Eligible,3030200
1295,3,3030300,2316204,1837386,79.33,4710,3435,72.93,CD Eligible,3030300
1296,3,3030400,2649562,1418120,53.52,4345,2875,66.17,CD Eligible,3030400
2109,3,3030500,5219571,3594114,68.86,6500,2955,45.46,Ineligible,3030500
1297,3,3030600,1227445,667313,54.37,1830,1235,67.49,CD Eligible,3030600
1298,3,3030700,2553591,1888231,73.94,7070,5890,83.31,CD Eligible,3030700
1308,3,3032100,2720311,2271181,83.49,5325,3695,69.39,CD Eligible,3032100
1299,3,3030800,1569986,926752,59.03,2035,1075,52.83,CD Eligible,3030800
1300,3,3030900,1362168,758329,55.67,2300,1235,53.7,CD Eligible,3030900
1301,3,3031100,1690491,1158220,68.51,2950,1840,62.37,CD Eligible,3031100
1302,3,3031300,2684673,2091953,77.92,4755,1990,41.85,Ineligible,3031300
1303,3,3031401,2559964,2217023,86.6,4940,2260,45.75,Ineligible,3031401
1304,3,3031402,3514,0,0,0,0,0,Ineligible,3031402
1305,3,3031500,2754349,2226805,80.85,5060,3210,63.44,CD Eligible,3031500
1306,3,3031701,2180085,1732124,79.45,3670,1845,50.27,Ineligible,3031701
2175,3,3031702,1707336,1386842,81.23,3715,1795,48.32,Ineligible,3031702
1307,3,3031900,1954035,1561888,79.93,2850,1740,61.05,CD Eligible,3031900
1417,3,3045200,1462969,1351908,92.41,2565,1160,45.22,Ineligible,3045200
1309,3,3032300,2365682,1780928,75.28,3540,1835,51.84,CD Eligible,3032300
2219,3,3032500,3281493,2594047,79.05,5890,3890,66.04,CD Eligible,3032500
1310,3,3032600,3716433,3095612,83.3,6790,4955,72.97,CD Eligible,3032600
2322,3,3032700,2018573,1330965,65.94,2685,1615,60.15,CD Eligible,3032700
2144,3,3032800,1308570,1056571,80.74,2585,1870,72.34,CD Eligible,3032800
1311,3,3032900,2618472,2336817,89.24,6065,4325,71.31,CD Eligible,3032900
2145,3,3033000,1794161,1665855,92.85,4820,4115,85.37,CD Eligible,3033000
1312,3,3033100,1873950,1637229,87.37,4130,2590,62.71,CD Eligible,3033100
1313,3,3033300,2021840,1690290,83.6,4560,3205,70.29,CD Eligible,3033300
1314,3,3033500,1616938,1334028,82.5,2730,1425,52.2,CD Eligible,3033500
1315,3,3033600,2440391,2160877,88.55,4650,2605,56.02,CD Eligible,3033600
1316,3,3033701,1118634,896165,80.11,2135,1365,63.93,CD Eligible,3033701
1317,3,3033702,1148105,824096,71.78,1545,810,52.43,CD Eligible,3033702
1318,3,3033900,2466947,2064452,83.68,4390,2680,61.05,CD Eligible,3033900
2309,3,3042300,2438737,1673944,68.64,3595,2615,72.74,CD Eligible,3042300
1319,3,3034000,1466950,863311,58.85,1315,1225,93.16,CD Eligible,3034000
1320,3,3034100,1838231,1307449,71.13,2895,1495,51.64,CD Eligible,3034100
1322,3,3034200,3757320,3247083,86.42,6100,5270,86.39,CD Eligible,3034200
1323,3,3034300,2284552,1859047,81.37,4865,3820,78.52,CD Eligible,3034300
1324,3,3034500,1269757,974885,76.78,2920,1755,60.1,CD Eligible,3034500
1325,3,3034700,1959124,1440227,73.51,3440,2550,74.13,CD Eligible,3034700
1326,3,3034800,3040207,1210387,39.81,3050,2280,74.75,Ineligible,3034800
1327,3,3034901,1014950,849478,83.7,2025,1835,90.62,CD Eligible,3034901
1328,3,3034902,1425145,1205809,84.61,4245,3085,72.67,CD Eligible,3034902
1329,3,3035000,1996418,1736700,86.99,2970,2000,67.34,CD Eligible,3035000
1330,3,3035101,993910,684190,68.84,2305,1915,83.08,CD Eligible,3035101
1331,3,3035102,1198094,1023056,85.39,2315,1580,68.25,CD Eligible,3035102
892,3,3051002,2256791,2008062,88.98,4130,2825,68.4,CD Eligible,3051002
1333,3,3035200,1432948,626916,43.75,675,580,85.93,Ineligible,3035200
1334,3,3035301,1061927,954938,89.93,2505,2065,82.44,CD Eligible,3035301
1335,3,3035302,1033145,947888,91.75,2710,1320,48.71,Ineligible,3035302
1782,3,3035400,4974742,3713331,74.64,5720,3530,61.71,CD Eligible,3035400
1336,3,3035500,2186994,1912952,87.47,5460,3965,72.62,CD Eligible,3035500
1337,3,3035601,1800000,1800000,100,2555,2065,80.82,CD Eligible,3035601
1338,3,3035602,3365224,3092603,91.9,5580,4155,74.46,CD Eligible,3035602
1339,3,3035701,1051967,939884,89.35,2315,1905,82.29,CD Eligible,3035701
1340,3,3035702,1357,0,0,0,0,0,Ineligible,3035702
1341,3,3035900,2570053,2279901,88.71,5300,3670,69.25,CD Eligible,3035900
1571,3,3076000,1685571,1547377,91.8,2695,1245,46.2,Ineligible,3076000
1342,3,3036001,1935228,1660994,85.83,3160,2285,72.31,CD Eligible,3036001
1343,3,3036002,2483108,2327554,93.74,3870,3320,85.79,CD Eligible,3036002
1332,3,3036100,1423431,886632,62.29,2490,1995,80.12,CD Eligible,3036100
1344,3,3036200,1742317,1145698,65.76,3655,2595,71,CD Eligible,3036200
1345,3,3036300,2788628,2322082,83.27,5070,4185,82.54,CD Eligible,3036300
1346,3,3036400,1424686,969162,68.03,2305,1680,72.89,CD Eligible,3036400
1347,3,3036501,1546869,1167565,75.48,3565,2370,66.48,CD Eligible,3036501
2220,3,3036502,1342985,949991,70.74,1340,1100,82.09,CD Eligible,3036502
1783,3,3036600,1978185,1271978,64.3,3880,2815,72.55,CD Eligible,3036600
1366,3,3039400,1444834,1150773,79.65,2245,1420,63.25,CD Eligible,3039400
2221,3,3036700,1107826,433094,39.09,1170,775,66.24,Ineligible,3036700
1348,3,3036900,2695988,1973717,73.21,5960,4875,81.8,CD Eligible,3036900
1349,3,3037000,3095383,1493808,48.26,3995,2035,50.94,Ineligible,3037000
1350,3,3037100,1792526,1546337,86.27,4675,2270,48.56,Ineligible,3037100
1351,3,3037300,2073521,1653835,79.76,4255,2905,68.27,CD Eligible,3037300
1352,3,3037401,2039389,1759537,86.28,4680,2690,57.48,CD Eligible,3037401
1353,3,3037402,2474980,1924612,77.76,4655,2745,58.97,CD Eligible,3037402
1354,3,3037500,2114816,1512881,71.54,3170,2140,67.51,CD Eligible,3037500
1355,3,3037700,1896757,1448503,76.37,4485,2525,56.3,CD Eligible,3037700
1356,3,3037900,1786434,1394308,78.05,4630,2950,63.71,CD Eligible,3037900
2327,3,3039300,2182310,1593169,73,3885,2605,67.05,CD Eligible,3039300
1357,3,3038100,2387922,1993568,83.49,5335,3210,60.17,CD Eligible,3038100
1358,3,3038200,1829726,1730681,94.59,5710,4885,85.55,CD Eligible,3038200
1359,3,3038300,2171305,1563426,72,4710,2150,45.65,Ineligible,3038300
1360,3,3038500,1852957,1409909,76.09,4315,1595,36.96,Ineligible,3038500
1361,3,3038600,1500607,1037429,69.13,3440,2130,61.92,CD Eligible,3038600
1821,3,3038700,2637563,1820515,69.02,3820,2375,62.17,CD Eligible,3038700
1362,3,3038800,1755270,1404552,80.02,4415,2300,52.1,CD Eligible,3038800
1363,3,3038900,2212933,1255994,56.76,3010,1885,62.62,CD Eligible,3038900
1364,3,3039000,1150120,948100,82.43,2485,1200,48.29,Ineligible,3039000
2316,3,3039100,3084292,2414410,78.28,3535,2085,58.98,CD Eligible,3039100
1365,3,3039200,1369418,1155386,84.37,3110,1540,49.52,Ineligible,3039200
1377,3,3040800,1063487,925050,86.98,3485,1570,45.05,Ineligible,3040800
1822,3,3039500,1965210,1623411,82.61,3920,3170,80.87,CD Eligible,3039500
1367,3,3039600,1317824,1135819,86.19,1910,1095,57.33,CD Eligible,3039600
1368,3,3039700,2004305,1524831,76.08,3330,2055,61.71,CD Eligible,3039700
1369,3,3039800,1236640,793410,64.16,2845,1835,64.5,CD Eligible,3039800
1370,3,3039900,1701230,1342697,78.93,4210,2870,68.17,CD Eligible,3039900
1371,3,3040000,1315127,990526,75.32,2910,1790,61.51,CD Eligible,3040000
1372,3,3040100,1768362,1237628,69.99,2915,2105,72.21,CD Eligible,3040100
1373,3,3040200,1084519,783661,72.26,2845,1565,55.01,CD Eligible,3040200
1374,3,3040300,1892608,1381559,73,3605,2215,61.44,CD Eligible,3040300
1375,3,3040400,1100492,798164,72.53,2355,1170,49.68,Ineligible,3040400
1321,3,3040500,878781,638805,72.69,1485,1215,81.82,CD Eligible,3040500
804,3,3040600,1037761,965321,93.02,3645,2615,71.74,CD Eligible,3040600
1376,3,3040700,6000,0,0,0,0,0,Ineligible,3040700
1378,3,3040900,1510226,1122030,74.3,3820,3255,85.21,CD Eligible,3040900
1379,3,3041000,1142038,677312,59.31,1980,1120,56.57,CD Eligible,3041000
1380,3,3041100,1328134,1040113,78.31,3050,2165,70.98,CD Eligible,3041100
1381,3,3041200,1423237,1046466,73.53,3405,1585,46.55,Ineligible,3041200
1382,3,3041300,1669141,1283410,76.89,3745,2090,55.81,CD Eligible,3041300
1383,3,3041401,954672,735857,77.08,1545,910,58.9,CD Eligible,3041401
1384,3,3041402,1193276,1169412,98,1830,1160,63.39,CD Eligible,3041402
1385,3,3041500,1638531,1227840,74.94,4110,2245,54.62,CD Eligible,3041500
1386,3,3041600,1266105,971208,76.71,2340,1545,66.03,CD Eligible,3041600
1387,3,3041700,1547009,1403393,90.72,3220,2215,68.79,CD Eligible,3041700
1388,3,3041800,1537779,1145424,74.49,2840,1740,61.27,CD Eligible,3041800
1389,3,3041900,1636069,1394895,85.26,3915,3215,82.12,CD Eligible,3041900
2051,3,3042000,1425773,752442,52.77,1930,1190,61.66,CD Eligible,3042000
1390,3,3042100,1682936,1446922,85.98,4195,2870,68.41,CD Eligible,3042100
1391,3,3042200,1874815,1507601,80.41,3520,2225,63.21,CD Eligible,3042200
1392,3,3042400,1552484,1307002,84.19,3345,2490,74.44,CD Eligible,3042400
1393,3,3042500,1827257,1099158,60.15,3310,2650,80.06,CD Eligible,3042500
1394,3,3042600,1538238,1357540,88.25,4125,2520,61.09,CD Eligible,3042600
2162,3,3042700,1818399,1573340,86.52,4730,3565,75.37,CD Eligible,3042700
1395,3,3042800,1849360,1502980,81.27,3780,2105,55.69,CD Eligible,3042800
1396,3,3042900,1986285,1698125,85.49,5190,4275,82.37,CD Eligible,3042900
1397,3,3043000,1485585,1245057,83.81,3280,2735,83.38,CD Eligible,3043000
1398,3,3043100,2172378,1449254,66.71,4650,3330,71.61,CD Eligible,3043100
1399,3,3043200,1492654,1305929,87.49,4190,2440,58.23,CD Eligible,3043200
1400,3,3043300,1999136,1489259,74.5,3525,3240,91.91,CD Eligible,3043300
1401,3,3043400,1486339,1346704,90.61,3620,2305,63.67,CD Eligible,3043400
1402,3,3043500,1836447,1319703,71.86,4910,3050,62.12,CD Eligible,3043500
1403,3,3043600,1603653,1452623,90.58,4870,3130,64.27,CD Eligible,3043600
1404,3,3043700,2010738,1636780,81.4,5735,3675,64.08,CD Eligible,3043700
1405,3,3043800,1398581,1161720,83.06,2530,1635,64.62,CD Eligible,3043800
1416,3,3045000,398633,260467,65.34,650,400,61.54,CD Eligible,3045000
1406,3,3043900,2009788,1313567,65.36,3405,2335,68.58,CD Eligible,3043900
1407,3,3044000,1442713,1209652,83.85,2730,1550,56.78,CD Eligible,3044000
1408,3,3044100,1869208,1572064,84.1,5085,3690,72.57,CD Eligible,3044100
1409,3,3044200,1457308,1329369,91.22,2690,1280,47.58,Ineligible,3044200
1410,3,3044300,2457002,1638895,66.7,4415,3045,68.97,CD Eligible,3044300
1411,3,3044400,1505279,1378897,91.6,3455,2410,69.75,CD Eligible,3044400
1412,3,3044500,1783581,1392507,78.07,4395,2785,63.37,CD Eligible,3044500
1413,3,3044600,1197608,635886,53.1,1955,1350,69.05,CD Eligible,3044600
2140,3,3044700,1811523,735316,40.59,2035,1535,75.43,Ineligible,3044700
1414,3,3044800,1239053,967970,78.12,1790,1045,58.38,CD Eligible,3044800
1415,3,3044901,2306603,977402,42.37,2815,2480,88.1,Ineligible,3044901
2090,3,3044902,5561357,6603,0.12,0,0,0,Ineligible,3044902
2163,3,3045300,3220998,552542,17.15,1565,1350,86.26,Ineligible,3045300
1418,3,3045400,1263018,701345,55.53,1865,720,38.61,Ineligible,3045400
1419,3,3045600,1531054,1121788,73.27,2175,1380,63.45,CD Eligible,3045600
1420,3,3045800,1209277,1138712,94.16,1215,425,34.98,Ineligible,3045800
1421,3,3046000,1785697,1538398,86.15,3100,1825,58.87,CD Eligible,3046000
1422,3,3046201,1305172,1117998,85.66,2050,1450,70.73,CD Eligible,3046201
2320,3,3046202,1081882,784734,72.53,1895,905,47.76,Ineligible,3046202
2294,3,3046400,1442094,1105510,76.66,2720,1730,63.6,CD Eligible,3046400
1423,3,3046800,1853408,723882,39.06,1980,1325,66.92,Ineligible,3046800
1424,3,3047000,1606839,1194986,74.37,2385,1685,70.65,CD Eligible,3047000
1425,3,3047200,1738116,1343168,77.28,2825,2000,70.8,CD Eligible,3047200
1426,3,3047400,1612311,1368482,84.88,2255,1695,75.17,CD Eligible,3047400
2305,3,3047600,1960280,1575486,80.37,3000,1830,61,CD Eligible,3047600
1572,3,3076200,2086504,1979548,94.87,4675,3465,74.12,CD Eligible,3076200
1427,3,3047700,2234801,1880499,84.15,3690,1320,35.77,Ineligible,3047700
1429,3,3047800,2135592,1634328,76.53,3880,3020,77.84,CD Eligible,3047800
1430,3,3048000,1591015,1118341,70.29,3305,2630,79.58,CD Eligible,3048000
2091,3,3048100,1851526,1418159,76.59,3000,1820,60.67,CD Eligible,3048100
1431,3,3048200,2313242,2016414,87.17,4845,2930,60.47,CD Eligible,3048200
1432,3,3048400,2211039,1918422,86.77,5540,3570,64.44,CD Eligible,3048400
1433,3,3048500,5049719,815759,16.15,2255,1500,66.52,Ineligible,3048500
1434,3,3048600,1375955,803248,58.38,3150,2555,81.11,CD Eligible,3048600
1435,3,3048800,1647995,1507968,91.5,4030,2260,56.08,CD Eligible,3048800
1436,3,3048900,1430450,1412700,98.76,3595,3130,87.07,CD Eligible,3048900
1437,3,3049000,2552268,2301480,90.17,5340,3145,58.9,CD Eligible,3049000
2122,3,3049100,3974246,2930307,73.73,6820,5495,80.57,CD Eligible,3049100
1438,3,3049200,1645766,1171508,71.18,3195,1955,61.19,CD Eligible,3049200
1439,3,3049301,702068,695968,99.13,2290,2145,93.67,CD Eligible,3049301
1441,3,3049302,2746781,2374819,86.46,5005,3280,65.53,CD Eligible,3049302
1442,3,3049400,2422729,2109856,87.09,5450,2445,44.86,Ineligible,3049400
1443,3,3049500,1721499,1304991,75.81,2540,1170,46.06,Ineligible,3049500
1444,3,3049600,1816822,1391284,76.58,3965,2455,61.92,CD Eligible,3049600
1445,3,3049700,2006296,1669391,83.21,2765,1215,43.94,Ineligible,3049700
1446,3,3049800,1926052,1543779,80.15,4010,1905,47.51,Ineligible,3049800
1891,3,3049900,1732735,1216829,70.23,2025,940,46.42,Ineligible,3049900
1799,3,3050001,1217964,979376,80.41,2125,600,28.24,Ineligible,3050001
1447,3,3050002,829823,779315,93.91,1815,540,29.75,Ineligible,3050002
1874,3,3050100,1756438,1478768,84.19,3250,1300,40,Ineligible,3050100
1454,3,3051100,2245709,1977981,88.08,4285,2850,66.51,CD Eligible,3051100
2286,3,3050202,1234302,1098865,89.03,2265,755,33.33,Ineligible,3050202
1448,3,3050300,1623558,1324677,81.59,2720,990,36.4,Ineligible,3050300
2303,3,3050401,2437658,1907041,78.23,2925,1135,38.8,Ineligible,3050401
1449,3,3050402,1003312,936413,93.33,1920,615,32.03,Ineligible,3050402
1450,3,3050500,2586758,1514918,58.56,3940,2685,68.15,CD Eligible,3050500
2161,3,3050600,2388830,2049102,85.78,4960,3330,67.14,CD Eligible,3050600
2123,3,3050700,3409101,2290104,67.18,3165,2435,76.94,CD Eligible,3050700
1451,3,3050801,1899614,1678051,88.34,3650,2410,66.03,CD Eligible,3050801
1755,3,3050803,1360779,1167042,85.76,2505,1585,63.27,CD Eligible,3050803
1452,3,3050804,2743270,2701050,98.46,6100,3270,53.61,CD Eligible,3050804
1453,3,3050900,1986303,1529156,76.99,5780,4715,81.57,CD Eligible,3050900
866,3,3051001,1764292,1502486,85.16,4680,3825,81.73,CD Eligible,3051001
1770,3,3051200,2726419,2606096,95.59,5775,4065,70.39,CD Eligible,3051200
1455,3,3051300,3480178,2837464,81.53,5385,3030,56.27,CD Eligible,3051300
1456,3,3051400,3033704,2868535,94.56,7535,4745,62.97,CD Eligible,3051400
1875,3,3051500,1528932,1223386,80.02,2610,740,28.35,Ineligible,3051500
1457,3,3051601,2077355,1950102,93.87,5120,3315,64.75,CD Eligible,3051601
1458,3,3051602,1686834,1402539,83.15,3705,2495,67.34,CD Eligible,3051602
1459,3,3051700,1980400,1486958,75.08,2695,625,23.19,Ineligible,3051700
1460,3,3051800,1987835,1898434,95.5,3115,1680,53.93,CD Eligible,3051800
1461,3,3051900,4772969,3577981,74.96,5145,1295,25.17,Ineligible,3051900
1462,3,3052000,1746378,1546794,88.57,3705,1330,35.9,Ineligible,3052000
1463,3,3052300,2694940,2110560,78.32,5005,2730,54.55,CD Eligible,3052300
1464,3,3052500,2061326,1379071,66.9,3495,3015,86.27,CD Eligible,3052500
1465,3,3052600,2250082,1908011,84.8,4510,2720,60.31,CD Eligible,3052600
2052,3,3054200,2132950,1786365,83.75,4080,2610,63.97,CD Eligible,3054200
1467,3,3052700,2781073,2252405,80.99,6410,4705,73.4,CD Eligible,3052700
1468,3,3052800,1046791,952731,91.01,1800,885,49.17,Ineligible,3052800
1469,3,3052900,2557120,1081328,42.29,3395,2515,74.08,Ineligible,3052900
1470,3,3053000,1707230,1262184,73.93,3795,2680,70.62,CD Eligible,3053000
1471,3,3053101,1125980,841948,74.77,2485,2265,91.15,CD Eligible,3053101
1472,3,3053102,1709597,1479332,86.53,6055,4125,68.13,CD Eligible,3053102
1473,3,3053200,1493747,1190526,79.7,2755,1615,58.62,CD Eligible,3053200
1474,3,3053300,2541989,1875456,73.78,6595,5535,83.93,CD Eligible,3053300
1475,3,3053400,1721658,1422504,82.62,4465,2935,65.73,CD Eligible,3053400
1476,3,3053500,1958596,1261857,64.43,3765,3555,94.42,CD Eligible,3053500
2142,3,3053700,2266769,1109463,48.94,3575,3170,88.67,Ineligible,3053700
1477,3,3053800,2666273,2432842,91.25,5475,2750,50.23,Ineligible,3053800
2143,3,3053900,1308514,1001513,76.54,2515,2085,82.9,CD Eligible,3053900
2112,3,3054300,7982771,4570,0.06,0,0,0,Ineligible,3054300
1478,3,3054400,1661950,1548865,93.2,3590,1935,53.9,CD Eligible,3054400
1788,3,3054500,2835088,2481672,87.53,7990,7535,94.31,CD Eligible,3054500
1479,3,3054600,2808984,2502472,89.09,4785,3370,70.43,CD Eligible,3054600
1480,3,3054700,3974409,3663105,92.17,5945,4425,74.43,CD Eligible,3054700
1481,3,3054800,1098698,1034657,94.17,2105,940,44.66,Ineligible,3054800
1482,3,3054900,3413159,2238358,65.58,4415,2590,58.66,CD Eligible,3054900
1483,3,3055000,2164739,1895254,87.55,3220,1990,61.8,CD Eligible,3055000
1963,3,3055100,5078200,3499351,68.91,4995,2275,45.55,Ineligible,3055100
1484,3,3055200,2218050,1622390,73.14,3385,1940,57.31,CD Eligible,3055200
1485,3,3055300,2402975,1564556,65.11,2925,1515,51.79,CD Eligible,3055300
2053,3,3055400,2883604,1652407,57.3,4065,2345,57.69,CD Eligible,3055400
1964,3,3055500,6713137,4862847,72.44,8540,1895,22.19,Ineligible,3055500
1486,3,3055600,1872191,1627591,86.94,3620,2140,59.12,CD Eligible,3055600
1487,3,3055700,3143963,971614,30.9,1630,540,33.13,Ineligible,3055700
1488,3,3055800,1325849,1059655,79.92,2500,1315,52.6,CD Eligible,3055800
1489,3,3056000,2016171,1930427,95.75,3380,1650,48.82,Ineligible,3056000
2058,3,3056100,4472325,3037074,67.91,3545,1535,43.3,Ineligible,3056100
1490,3,3056200,822433,753271,91.59,1750,665,38,Ineligible,3056200
1491,3,3056301,3041785,2431936,79.95,3995,1765,44.18,Ineligible,3056301
1730,3,3056302,5293914,4412701,83.35,1350,735,54.44,CD Eligible,3056302
1492,3,3056400,1256050,1052487,83.79,2495,910,36.47,Ineligible,3056400
2272,3,3056500,3701189,2629174,71.04,3175,1280,40.31,Ineligible,3056500
1493,3,3056600,1256276,979885,78,2735,1175,42.96,Ineligible,3056600
1494,3,3056800,667313,491039,73.58,1450,710,48.97,Ineligible,3056800
2063,3,3056900,1607256,765238,47.61,1555,500,32.15,Ineligible,3056900
1495,3,3057000,2145916,1544210,71.96,3430,1475,43,Ineligible,3057000
2238,3,3057100,2144038,1835854,85.63,3955,1805,45.64,Ineligible,3057100
1496,3,3057200,2250537,2233841,99.26,5220,4765,91.28,CD Eligible,3057200
2239,3,3057300,1717253,1152600,67.12,2325,1055,45.38,Ineligible,3057300
1497,3,3057400,1144878,786410,68.69,2930,1570,53.58,CD Eligible,3057400
2240,3,3057500,2825155,2340770,82.85,3840,1800,46.88,Ineligible,3057500
1498,3,3057600,1305068,1013618,77.67,3005,1560,51.91,CD Eligible,3057600
1499,3,3057800,1665230,1242479,74.61,2825,1680,59.47,CD Eligible,3057800
1838,3,3057901,1755098,516339,29.42,955,525,54.97,Ineligible,3057901
