OBJECTID,BoroCode,BoroCT,BldgArea,ResArea,Res_pct,TotalPop,LowMod_Population,LoMod_pct,Eligibility,CT_text
362,4,4009500,928437,874059,94.14,2190,950,43.38,Ineligible,4009500
363,4,4009600,1054673,853238,80.9,3250,1710,52.62,CD Eligible,4009600
364,4,4009700,1876310,1620354,86.36,3815,1685,44.17,Ineligible,4009700
365,4,4009800,889333,718852,80.83,2630,1525,57.98,CD Eligible,4009800
2072,4,4009900,0,0,0,0,0,0,Ineligible,4009900
366,4,4010000,1064144,985557,92.62,3665,1365,37.24,Ineligible,4010000
367,4,4010100,1009736,934051,92.5,2460,1790,72.76,CD Eligible,4010100
368,4,4010200,970452,817780,84.27,2765,1210,43.76,Ineligible,4010200
2249,4,4010300,2102243,1563609,74.38,4045,2415,59.7,CD Eligible,4010300
369,4,4010400,1004472,911596,90.75,3110,1620,52.09,CD Eligible,4010400
2250,4,4010500,1470863,1304533,88.69,4855,3045,62.72,CD Eligible,4010500
905,4,4010600,1045979,895136,85.58,3740,1710,45.72,Ineligible,4010600
871,4,4010701,1332911,0,0,0,0,0,Ineligible,4010701
370,4,4010800,956895,828548,86.59,3125,2005,64.16,CD Eligible,4010800
2226,4,4011000,981127,826521,84.24,2845,1555,54.66,CD Eligible,4011000
373,4,4011300,1944956,1580086,81.24,4305,2185,50.75,Ineligible,4011300
374,4,4011400,753562,341722,45.35,1325,1040,78.49,Ineligible,4011400
375,4,4011500,1756716,954058,54.31,2485,1005,40.44,Ineligible,4011500
2227,4,4011600,708568,621917,87.77,1955,1010,51.66,CD Eligible,4011600
376,4,4011700,1680495,1420354,84.52,3710,1705,45.96,Ineligible,4011700
2228,4,4011800,856672,748377,87.36,2400,1195,49.79,Ineligible,4011800
377,4,4011900,951386,623305,65.52,1420,845,59.51,CD Eligible,4011900
378,4,4012000,896747,651967,72.7,2485,1315,52.92,CD Eligible,4012000
379,4,4012100,1003632,867349,86.42,1920,855,44.53,Ineligible,4012100
380,4,4012200,1160493,911596,78.55,2935,1350,46,Ineligible,4012200
872,4,4012301,3665599,1317006,35.93,2915,1080,37.05,Ineligible,4012301
381,4,4012400,1121710,831797,74.15,3100,1850,59.68,CD Eligible,4012400
836,4,4012500,697252,616165,88.37,1585,795,50.16,Ineligible,4012500
382,4,4012601,819795,718606,87.66,2750,1800,65.45,CD Eligible,4012601
398,4,4015300,1002517,812854,81.08,1850,715,38.65,Ineligible,4015300
383,4,4012602,836790,758197,90.61,2715,2070,76.24,CD Eligible,4012602
384,4,4012800,1022617,836145,81.77,2180,1035,47.48,Ineligible,4012800
842,4,4013000,937020,719170,76.75,1770,880,49.72,Ineligible,4013000
385,4,4013200,1119719,824078,73.6,2105,1140,54.16,CD Eligible,4013200
386,4,4013400,3303975,3045137,92.17,4230,1685,39.83,Ineligible,4013400
387,4,4013500,664612,587808,88.44,1235,365,29.55,Ineligible,4013500
1939,4,4013600,1155557,996164,86.21,1870,785,41.98,Ineligible,4013600
1740,4,4013700,1159454,769366,66.36,1785,730,40.9,Ineligible,4013700
1940,4,4013800,1643837,1506383,91.64,3715,2150,57.87,CD Eligible,4013800
388,4,4014000,1647394,1522518,92.42,3705,1725,46.56,Ineligible,4014000
1741,4,4014100,1292103,547942,42.41,1690,1075,63.61,Ineligible,4014100
389,4,4014201,1544724,1243478,80.5,4540,2840,62.56,CD Eligible,4014201
2073,4,4014202,3174207,614671,19.36,2185,990,45.31,Ineligible,4014202
390,4,4014300,1629857,1365984,83.81,3455,2090,60.49,CD Eligible,4014300
2078,4,4014400,1393904,565009,40.53,1970,1475,74.87,Ineligible,4014400
391,4,4014500,1038160,821377,79.12,2330,1175,50.43,Ineligible,4014500
392,4,4014700,1387604,1162650,83.79,2705,1465,54.16,CD Eligible,4014700
393,4,4014800,612633,566621,92.49,1615,920,56.97,CD Eligible,4014800
394,4,4014900,1271108,858747,67.56,1820,950,52.2,CD Eligible,4014900
395,4,4015000,647445,642802,99.28,2565,1150,44.83,Ineligible,4015000
396,4,4015100,1122910,940523,83.76,2570,1460,56.81,CD Eligible,4015100
397,4,4015200,858729,719165,83.75,2900,1750,60.34,CD Eligible,4015200
399,4,4015400,840430,632868,75.3,1910,1010,52.88,CD Eligible,4015400
916,4,4015500,1521530,872603,57.35,2270,1015,44.71,Ineligible,4015500
400,4,4015600,1040898,848129,81.48,2975,1700,57.14,CD Eligible,4015600
401,4,4015700,1362393,643668,47.25,1280,850,66.41,Ineligible,4015700
402,4,4015801,1184541,984459,83.11,3985,1920,48.18,Ineligible,4015801
403,4,4015802,1541098,1154672,74.93,4630,2500,54,CD Eligible,4015802
917,4,4015900,2090999,1798271,86,3360,2280,67.86,CD Eligible,4015900
404,4,4016100,988026,719299,72.8,2300,1235,53.7,CD Eligible,4016100
1933,4,4016300,1951266,1423415,72.95,3425,2655,77.52,CD Eligible,4016300
405,4,4016400,849324,839078,98.79,4075,1865,45.77,Ineligible,4016400
840,4,4016600,997416,861299,86.35,3830,2365,61.75,CD Eligible,4016600
406,4,4016800,797759,746798,93.61,3395,1745,51.4,CD Eligible,4016800
408,4,4016900,2318026,2010357,86.73,5570,2885,51.8,CD Eligible,4016900
409,4,4017000,926735,661560,71.39,2740,1720,62.77,CD Eligible,4017000
1842,4,4017101,757456,200301,26.44,0,0,0,Ineligible,4017101
1843,4,4017102,3686024,0,0,0,0,0,Ineligible,4017102
410,4,4017200,663506,578582,87.2,1845,1070,57.99,CD Eligible,4017200
411,4,4017400,678332,655072,96.57,2255,840,37.25,Ineligible,4017400
412,4,4017600,772063,631892,81.84,2000,1185,59.25,CD Eligible,4017600
413,4,4017800,631236,547662,86.76,2215,1120,50.56,Ineligible,4017800
414,4,4017901,1264236,370325,29.29,1140,785,68.86,Ineligible,4017901
415,4,4017902,4874712,2000,0.04,0,0,0,Ineligible,4017902
416,4,4018000,438910,323112,73.62,1460,955,65.41,CD Eligible,4018000
418,4,4018102,1942446,1738482,89.5,3150,1245,39.52,Ineligible,4018102
419,4,4018200,858840,726111,84.55,2425,1675,69.07,CD Eligible,4018200
420,4,4018300,2666105,2321783,87.09,6120,2720,44.44,Ineligible,4018300
421,4,4018401,858134,702245,81.83,2000,1280,64,CD Eligible,4018401
422,4,4018402,850710,640526,75.29,2230,1045,46.86,Ineligible,4018402
423,4,4018501,1434092,1373130,95.75,3375,1920,56.89,CD Eligible,4018501
424,4,4018502,1470172,1348398,91.72,3065,1450,47.31,Ineligible,4018502
425,4,4018600,514529,508722,98.87,1840,1210,65.76,CD Eligible,4018600
426,4,4018700,1207326,910042,75.38,2905,1505,51.81,CD Eligible,4018700
427,4,4018800,467877,444115,94.92,1355,810,59.78,CD Eligible,4018800
428,4,4018900,2370903,1141035,48.13,3090,1935,62.62,Ineligible,4018900
429,4,4019000,736706,635260,86.23,2465,1155,46.86,Ineligible,4019000
430,4,4019200,892426,646094,72.4,1930,1105,57.25,CD Eligible,4019200
431,4,4019400,898043,869756,96.85,2930,1585,54.1,CD Eligible,4019400
432,4,4019600,1054969,852904,80.85,3165,1745,55.13,CD Eligible,4019600
433,4,4019800,962289,868479,90.25,2820,1510,53.55,CD Eligible,4019800
434,4,4019901,3036239,163974,5.4,185,130,70.27,Ineligible,4019901
435,4,4019902,5370394,0,0,0,0,0,Ineligible,4019902
1992,4,4019903,12948,0,0,0,0,0,Ineligible,4019903
436,4,4020200,497892,451581,90.7,1690,895,52.96,CD Eligible,4020200
438,4,4027400,589593,522101,88.55,1690,1365,80.77,CD Eligible,4027400
437,4,4020400,1157051,598090,51.69,2105,1490,70.78,CD Eligible,4020400
1994,4,4020500,1754701,280242,15.97,1275,850,66.67,Ineligible,4020500
439,4,4020600,776460,522530,67.3,1720,1130,65.7,CD Eligible,4020600
440,4,4020800,4009962,2312144,57.66,3170,1740,54.89,CD Eligible,4020800
441,4,4021200,1867543,655275,35.09,2225,1465,65.84,Ineligible,4021200
442,4,4021400,2837331,1946676,68.61,6715,5035,74.98,CD Eligible,4021400
451,4,4023600,2019787,1665197,82.44,3010,1935,64.29,CD Eligible,4023600
1879,4,4021601,2546469,1231882,48.38,2500,1005,40.2,Ineligible,4021601
443,4,4021602,647569,459042,70.89,1825,1410,77.26,CD Eligible,4021602
444,4,4021603,17723,0,0,0,0,0,Ineligible,4021603
1811,4,4021900,7395718,640,0.01,0,0,0,Ineligible,4021900
2047,4,4022001,3249909,2909197,89.52,5600,2510,44.82,Ineligible,4022001
452,4,4023800,2237429,1515256,67.72,4585,3495,76.23,CD Eligible,4023800
445,4,4024000,4677273,2109636,45.1,6850,4945,72.19,Ineligible,4024000
446,4,4022002,2658569,2518827,94.74,7420,3590,48.38,Ineligible,4022002
898,4,4022900,379589,0,0,0,0,0,Ineligible,4022900
447,4,4023000,723852,579803,80.1,2015,825,40.94,Ineligible,4023000
448,4,4023200,2342775,1864739,79.6,5145,2295,44.61,Ineligible,4023200
449,4,4023501,1119819,939461,83.89,4790,3850,80.38,CD Eligible,4023501
450,4,4023502,1326273,795190,59.96,2800,2175,77.68,CD Eligible,4023502
2084,4,4024300,3478622,1866801,53.66,4875,2595,53.23,CD Eligible,4024300
1733,4,4024500,2554083,2258326,88.42,4345,3185,73.3,CD Eligible,4024500
453,4,4024600,861694,0,0,0,0,0,Ineligible,4024600
1734,4,4024700,576715,446339,77.39,1395,1055,75.63,CD Eligible,4024700
857,4,4024900,2600019,2163580,83.21,4755,3660,76.97,CD Eligible,4024900
454,4,4025100,2428059,2046326,84.28,5515,3300,59.84,CD Eligible,4025100
455,4,4025301,1810791,1601421,88.44,3940,2515,63.83,CD Eligible,4025301
456,4,4025302,1608842,1314462,81.7,3205,1780,55.54,CD Eligible,4025302
457,4,4025401,1331505,997903,74.95,4255,2205,51.82,CD Eligible,4025401
458,4,4025402,2180867,1661827,76.2,5770,4430,76.78,CD Eligible,4025402
459,4,4025500,1462209,532588,36.42,1555,1055,67.85,Ineligible,4025500
460,4,4025700,1184547,509833,43.04,1575,940,59.68,Ineligible,4025700
461,4,4025800,883467,597756,67.66,2175,1310,60.23,CD Eligible,4025800
462,4,4025900,1513780,1042949,68.9,3270,2110,64.53,CD Eligible,4025900
463,4,4026000,1059782,888152,83.81,2660,1640,61.65,CD Eligible,4026000
867,4,4026100,2212865,1831641,82.77,6545,4370,66.77,CD Eligible,4026100
464,4,4026200,450532,407168,90.37,1365,715,52.38,CD Eligible,4026200
831,4,4026300,2021703,1777867,87.94,5570,3225,57.9,CD Eligible,4026300
465,4,4026400,1003314,777576,77.5,2385,1265,53.04,CD Eligible,4026400
847,4,4026501,1283683,997296,77.69,2560,1585,61.91,CD Eligible,4026501
846,4,4026502,424003,388377,91.6,1135,680,59.91,CD Eligible,4026502
466,4,4026600,840941,718354,85.42,1720,1155,67.15,CD Eligible,4026600
467,4,4026700,3820719,1738037,45.49,4820,3665,76.04,Ineligible,4026700
468,4,4026901,1799090,1350541,75.07,5110,3915,76.61,CD Eligible,4026901
469,4,4026902,1355412,1251637,92.34,3405,2565,75.33,CD Eligible,4026902
470,4,4027000,626829,504886,80.55,1990,915,45.98,Ineligible,4027000
471,4,4027101,1707716,1502756,88,5295,4065,76.77,CD Eligible,4027101
472,4,4027102,960371,848325,88.33,3340,2420,72.46,CD Eligible,4027102
473,4,4027200,651463,543973,83.5,2050,1350,65.85,CD Eligible,4027200
2158,4,4027301,987612,711349,72.03,2630,2085,79.28,CD Eligible,4027301
474,4,4027302,1722781,1416813,82.24,4590,3500,76.25,CD Eligible,4027302
475,4,4027500,2302677,1986942,86.29,6325,4240,67.04,CD Eligible,4027500
476,4,4027600,536771,397761,74.1,1455,685,47.08,Ineligible,4027600
477,4,4027701,1041718,897232,86.13,3650,2125,58.22,CD Eligible,4027701
478,4,4027702,1623448,1572724,96.88,4190,2620,62.53,CD Eligible,4027702
479,4,4027800,1575643,1314576,83.43,2340,1800,76.92,CD Eligible,4027800
480,4,4027900,2546165,2192268,86.1,6200,3485,56.21,CD Eligible,4027900
481,4,4028000,587935,546324,92.92,1590,675,42.45,Ineligible,4028000
482,4,4028100,2737378,2524656,92.23,5390,3310,61.41,CD Eligible,4028100
483,4,4028200,682854,575881,84.33,1935,995,51.42,CD Eligible,4028200
484,4,4028300,3641928,2797077,76.8,7275,4370,60.07,CD Eligible,4028300
485,4,4028400,1418129,1152270,81.25,4055,1905,46.98,Ineligible,4028400
486,4,4028500,2724831,2389378,87.69,4800,2670,55.63,CD Eligible,4028500
487,4,4028700,3117221,2709997,86.94,6465,3650,56.46,CD Eligible,4028700
488,4,4028801,850773,773455,90.91,2710,1030,38.01,Ineligible,4028801
489,4,4028802,635530,603361,94.94,1970,1055,53.55,CD Eligible,4028802
883,4,4028803,4276,0,0,0,0,0,Ineligible,4028803
490,4,4028900,2587872,1976044,76.36,5245,2850,54.34,CD Eligible,4028900
1889,4,4029100,2712245,2205773,81.33,6210,4310,69.4,CD Eligible,4029100
1890,4,4029300,814906,323106,39.65,1125,785,69.78,Ineligible,4029300
884,4,4029400,3538095,2365615,66.86,6540,2640,40.37,Ineligible,4029400
1934,4,4029500,1589386,1430110,89.98,3675,2025,55.1,CD Eligible,4029500
526,4,4040702,1066476,905413,84.9,4510,3860,85.59,CD Eligible,4040702
2038,4,4029700,2576788,765697,29.72,2005,1020,50.87,Ineligible,4029700
979,4,4029900,799948,72705,9.09,0,0,0,Ineligible,4029900
2018,4,4030600,3160259,1364710,43.18,4750,2080,43.79,Ineligible,4030600
491,4,4030903,2275886,1813842,79.7,5360,2640,49.25,Ineligible,4030903
2254,4,4030904,1967082,1080271,54.92,2790,1405,50.36,Ineligible,4030904
2092,4,4040901,733399,375535,51.2,1605,925,57.63,CD Eligible,4040901
1793,4,4030905,1253886,967676,77.17,2825,1825,64.6,CD Eligible,4030905
2039,4,4030906,1557525,1327108,85.21,3230,2070,64.09,CD Eligible,4030906
2258,4,4031700,2714046,2344884,86.4,5165,3310,64.09,CD Eligible,4031700
1728,4,4032000,3647650,1204905,33.03,3415,1795,52.56,Ineligible,4032000
492,4,4032700,1101960,950479,86.25,3325,2270,68.27,CD Eligible,4032700
493,4,4032800,914150,826281,90.39,2720,1250,45.96,Ineligible,4032800
1771,4,4032900,1723888,1036193,60.11,3265,2285,69.98,CD Eligible,4032900
2214,4,4033000,2588166,2138176,82.61,7240,3675,50.76,Ineligible,4033000
975,4,4033100,3904529,0,0,0,0,0,Ineligible,4033100
494,4,4033401,1871425,1536390,82.1,3710,1610,43.4,Ineligible,4033401
495,4,4033403,3426695,2831626,82.63,4350,2440,56.09,CD Eligible,4033403
496,4,4033404,2826349,2717527,96.15,5220,3670,70.31,CD Eligible,4033404
2215,4,4033405,1759802,1575609,89.53,2605,1140,43.76,Ineligible,4033405
497,4,4033700,951075,859627,90.38,2605,975,37.43,Ineligible,4033700
498,4,4033900,1255281,1041047,82.93,2665,1700,63.79,CD Eligible,4033900
1785,4,4034700,1394590,842682,60.43,2660,1890,71.05,CD Eligible,4034700
499,4,4035100,1446070,1357143,93.85,3475,1995,57.41,CD Eligible,4035100
500,4,4035200,1826216,833521,45.64,2625,960,36.57,Ineligible,4035200
501,4,4035300,955915,637320,66.67,2140,1420,66.36,CD Eligible,4035300
2027,4,4035700,2907486,1267585,43.6,2760,1360,49.28,Ineligible,4035700
502,4,4035800,1786639,1467535,82.14,4420,1750,39.59,Ineligible,4035800
503,4,4036100,846426,668891,79.03,2190,1520,69.41,CD Eligible,4036100
504,4,4036300,770379,551502,71.59,1780,1170,65.73,CD Eligible,4036300
505,4,4036500,1078388,867028,80.4,2795,2250,80.5,CD Eligible,4036500
2093,4,4040902,740899,647388,87.38,3120,2405,77.08,CD Eligible,4040902
506,4,4036600,1419712,1060894,74.73,2790,1340,48.03,Ineligible,4036600
507,4,4036700,934169,839443,89.86,2095,1255,59.9,CD Eligible,4036700
509,4,4036800,943523,908979,96.34,2380,885,37.18,Ineligible,4036800
2028,4,4037100,665400,622857,93.61,1195,590,49.37,Ineligible,4037100
2040,4,4037300,1585233,938383,59.2,2345,1535,65.46,CD Eligible,4037300
2185,4,4037501,517965,282151,54.47,1480,1150,77.7,CD Eligible,4037501
2131,4,4037502,959743,625686,65.19,2540,2085,82.09,CD Eligible,4037502
510,4,4037600,2178487,2010084,92.27,6220,2500,40.19,Ineligible,4037600
511,4,4037700,1054078,807438,76.6,3885,2670,68.73,CD Eligible,4037700
512,4,4037900,1636929,1339293,81.82,6315,4105,65,CD Eligible,4037900
591,4,4055300,1680371,943559,56.15,2790,1895,67.92,CD Eligible,4055300
2041,4,4038100,2086487,1631841,78.21,6605,5525,83.65,CD Eligible,4038100
513,4,4038301,758106,0,0,0,0,0,Ineligible,4038301
515,4,4039400,1269398,1143970,90.12,2890,1380,47.75,Ineligible,4039400
516,4,4039800,688395,623065,90.51,1695,455,26.84,Ineligible,4039800
2115,4,4039901,630805,501489,79.5,2475,1690,68.28,CD Eligible,4039901
517,4,4039902,593592,378595,63.78,1215,1120,92.18,CD Eligible,4039902
518,4,4040000,614907,569670,92.64,1510,650,43.05,Ineligible,4040000
508,4,4040101,740607,594767,80.31,2760,1925,69.75,CD Eligible,4040101
1935,4,4040102,1169565,1019033,87.13,4440,3350,75.45,CD Eligible,4040102
519,4,4040200,611828,571945,93.48,1560,560,35.9,Ineligible,4040200
520,4,4040301,738486,514686,69.69,3140,2390,76.11,CD Eligible,4040301
521,4,4040302,1095929,891849,81.38,4155,2660,64.02,CD Eligible,4040302
522,4,4040400,1507047,1373627,91.15,4095,2015,49.21,Ineligible,4040400
2114,4,4038302,7185372,0,0,0,0,0,Ineligible,4038302
514,4,4038400,923011,850127,92.1,2315,1330,57.45,CD Eligible,4038400
523,4,4040501,492564,231804,47.06,1085,1005,92.63,Ineligible,4040501
527,4,4041100,905896,747252,82.49,3885,2685,69.11,CD Eligible,4041100
528,4,4041300,1162023,1020130,87.79,4665,4070,87.25,CD Eligible,4041300
529,4,4041400,1726675,1368523,79.26,4460,2705,60.65,CD Eligible,4041400
530,4,4041500,1200872,939911,78.27,4240,3285,77.48,CD Eligible,4041500
808,4,4042400,1314923,1093134,83.13,2305,1135,49.24,Ineligible,4042400
810,4,4042600,947102,641,0.07,0,0,0,Ineligible,4042600
532,4,4042700,1291192,1127895,87.35,4730,3445,72.83,CD Eligible,4042700
811,4,4043200,675313,511419,75.73,1215,520,42.8,Ineligible,4043200
809,4,4043400,648766,583442,89.93,1840,805,43.75,Ineligible,4043400
533,4,4043701,1316978,838746,63.69,2610,1525,58.43,CD Eligible,4043701
534,4,4043702,2299590,2214765,96.31,6940,5440,78.39,CD Eligible,4043702
535,4,4043900,1290695,1009671,78.23,3415,2915,85.36,CD Eligible,4043900
2132,4,4044000,1469045,1151013,78.35,4165,2615,62.79,CD Eligible,4044000
536,4,4044301,1466023,1395553,95.19,3775,2775,73.51,CD Eligible,4044301
537,4,4044302,2080996,1357889,65.25,4095,2890,70.57,CD Eligible,4044302
2269,4,4044400,5202148,1447816,27.83,3585,2345,65.41,Ineligible,4044400
538,4,4044601,5672611,1549588,27.32,3560,2830,79.49,Ineligible,4044601
539,4,4044602,2185389,1418626,64.91,4425,3665,82.82,CD Eligible,4044602
610,4,4059100,1861529,1725884,92.71,5365,3455,64.4,CD Eligible,4059100
540,4,4044800,1214255,802839,66.12,2910,1675,57.56,CD Eligible,4044800
541,4,4045000,746781,678816,90.9,2155,940,43.62,Ineligible,4045000
813,4,4045200,857690,230431,26.87,880,560,63.64,Ineligible,4045200
814,4,4045400,1646379,1449012,88.01,4985,3525,70.71,CD Eligible,4045400
952,4,4045500,5725125,4210257,73.54,14210,8830,62.14,CD Eligible,4045500
542,4,4045600,510704,420062,82.25,1435,715,49.83,Ineligible,4045600
543,4,4045700,1258476,1070169,85.04,3560,2080,58.43,CD Eligible,4045700
552,4,4047300,3603246,1867517,51.83,4260,2960,69.48,CD Eligible,4047300
592,4,4055400,865200,786951,90.96,2675,1470,54.95,CD Eligible,4055400
909,4,4045800,1032643,887671,85.96,2260,1090,48.23,Ineligible,4045800
544,4,4045900,1057849,1036562,97.99,4190,2185,52.15,CD Eligible,4045900
545,4,4046000,3565476,2113650,59.28,6155,4755,77.25,CD Eligible,4046000
546,4,4046100,1009007,719406,71.3,2630,2165,82.32,CD Eligible,4046100
910,4,4046200,2581007,2187318,84.75,5900,4425,75,CD Eligible,4046200
863,4,4046300,1431147,973090,67.99,3680,3040,82.61,CD Eligible,4046300
547,4,4046400,916629,769223,83.92,1635,815,49.85,Ineligible,4046400
2186,4,4046500,1020171,856374,83.94,4190,2790,66.59,CD Eligible,4046500
593,4,4055500,1417513,607848,42.88,2335,1550,66.38,Ineligible,4055500
911,4,4046600,2063992,1448962,70.2,3825,2505,65.49,CD Eligible,4046600
548,4,4046700,2054636,1840692,89.59,5885,4650,79.01,CD Eligible,4046700
2270,4,4046800,1532643,1203329,78.51,3425,1880,54.89,CD Eligible,4046800
549,4,4046901,1365621,1277184,93.52,4025,3225,80.12,CD Eligible,4046901
550,4,4046902,1262070,1184332,93.84,3800,2315,60.92,CD Eligible,4046902
551,4,4047000,1206248,897943,74.44,3435,1990,57.93,CD Eligible,4047000
864,4,4047100,1530609,1247461,81.5,4380,3370,76.94,CD Eligible,4047100
1895,4,4047200,1975167,1697670,85.95,3400,1205,35.44,Ineligible,4047200
2203,4,4047500,2314535,1737104,75.05,4630,2865,61.88,CD Eligible,4047500
1896,4,4047600,1142139,1002082,87.74,1430,515,36.01,Ineligible,4047600
553,4,4047801,2468898,2016998,81.7,3620,1950,53.87,CD Eligible,4047801
554,4,4047802,532490,450097,84.53,1090,495,45.41,Ineligible,4047802
577,4,4052100,1018710,641638,62.99,2020,880,43.56,Ineligible,4052100
594,4,4055600,776218,733292,94.47,2275,885,38.9,Ineligible,4055600
820,4,4047900,2399835,1772867,73.87,5690,4195,73.73,CD Eligible,4047900
555,4,4048000,937864,771193,82.23,2300,1180,51.3,CD Eligible,4048000
556,4,4048100,1773913,1593239,89.81,6650,5025,75.56,CD Eligible,4048100
557,4,4048200,884558,608917,68.84,1205,600,49.79,Ineligible,4048200
848,4,4048301,733945,619055,84.35,1995,1445,72.43,CD Eligible,4048301
1731,4,4048302,817704,612874,74.95,1950,1185,60.77,CD Eligible,4048302
558,4,4048400,1707700,1565443,91.67,4900,1650,33.67,Ineligible,4048400
835,4,4048500,3104331,2054617,66.19,4410,2515,57.03,CD Eligible,4048500
1815,4,4048900,2250041,885364,39.35,1465,1135,77.47,Ineligible,4048900
560,4,4049201,1113503,1055077,94.75,3105,1830,58.94,CD Eligible,4049201
561,4,4049202,819115,614151,74.98,2525,1295,51.29,CD Eligible,4049202
562,4,4049301,905977,785035,86.65,2130,1150,53.99,CD Eligible,4049301
563,4,4049302,1822278,933174,51.21,2970,1845,62.12,CD Eligible,4049302
564,4,4049500,548176,526951,96.13,1600,595,37.19,Ineligible,4049500
565,4,4049600,1075331,985710,91.67,3215,1440,44.79,Ineligible,4049600
566,4,4049700,1188822,999386,84.07,3090,1775,57.44,CD Eligible,4049700
1773,4,4049900,2275566,1452935,63.85,5550,3900,70.27,CD Eligible,4049900
2101,4,4050000,1837945,1525930,83.02,4070,2560,62.9,CD Eligible,4050000
2102,4,4050201,564236,542228,96.1,1390,690,49.64,Ineligible,4050201
567,4,4050202,517067,514169,99.44,1320,780,59.09,CD Eligible,4050202
569,4,4050400,772102,674677,87.38,1715,725,42.27,Ineligible,4050400
1908,4,4050500,680797,634703,93.23,1715,785,45.77,Ineligible,4050500
570,4,4050600,681434,623850,91.55,1540,525,34.09,Ineligible,4050600
1774,4,4050700,1614013,1393637,86.35,3720,2050,55.11,CD Eligible,4050700
571,4,4050800,1039298,701255,67.47,1960,760,38.78,Ineligible,4050800
572,4,4051000,655911,568626,86.69,1735,865,49.86,Ineligible,4051000
578,4,4052200,559340,524549,93.78,1730,840,48.55,Ineligible,4052200
1747,4,4051100,1006760,879500,87.36,2290,715,31.22,Ineligible,4051100
573,4,4051200,1138975,940726,82.59,2515,1010,40.16,Ineligible,4051200
2085,4,4051300,1113666,874949,78.56,2530,1285,50.79,Ineligible,4051300
899,4,4051500,1618007,1313643,81.19,3500,1425,40.71,Ineligible,4051500
574,4,4051600,687824,673524,97.92,2040,945,46.32,Ineligible,4051600
2086,4,4051700,1036853,762471,73.54,1900,790,41.58,Ineligible,4051700
575,4,4051800,693667,663972,95.72,2065,1050,50.85,Ineligible,4051800
576,4,4052000,767732,544904,70.98,1270,705,55.51,CD Eligible,4052000
579,4,4052400,715853,673970,94.15,1815,690,38.02,Ineligible,4052400
988,4,4052500,1161943,723819,62.29,2515,1350,53.68,CD Eligible,4052500
580,4,4052600,705651,630831,89.4,2135,925,43.33,Ineligible,4052600
531,4,4052800,656095,537226,81.88,1480,555,37.5,Ineligible,4052800
559,4,4053000,808706,739756,91.47,2420,1135,46.9,Ineligible,4053000
2087,4,4053100,2611870,1098574,42.06,3620,1960,54.14,Ineligible,4053100
568,4,4053200,758433,644942,85.04,2180,920,42.2,Ineligible,4053200
1943,4,4053401,965671,678430,70.25,2065,730,35.35,Ineligible,4053401
987,4,4053501,1124408,316770,28.17,1315,805,61.22,Ineligible,4053501
1812,4,4053502,2235327,0,0,0,0,0,Ineligible,4053502
581,4,4053601,619325,606394,97.91,2295,1120,48.8,Ineligible,4053601
582,4,4053800,616218,580526,94.21,1730,665,38.44,Ineligible,4053800
2141,4,4053901,2956185,1382073,46.75,4275,2390,55.91,Ineligible,4053901
583,4,4053902,45201,29807,65.94,170,85,50,Ineligible,4053902
584,4,4054000,1790622,1350852,75.44,4080,2485,60.91,CD Eligible,4054000
585,4,4054200,2047092,1684205,82.27,5350,2165,40.47,Ineligible,4054200
586,4,4054500,1269290,1093796,86.17,3675,2525,68.71,CD Eligible,4054500
587,4,4054700,1450339,1297094,89.43,4595,2925,63.66,CD Eligible,4054700
588,4,4054800,773442,724805,93.71,2455,1200,48.88,Ineligible,4054800
589,4,4054900,2124235,1538504,72.43,6255,5015,80.18,CD Eligible,4054900
590,4,4055100,2021528,1621501,80.21,4275,2410,56.37,CD Eligible,4055100
1923,4,4055200,1168004,1025285,87.78,2835,1595,56.26,CD Eligible,4055200
595,4,4055700,2068037,1286995,62.23,4110,2780,67.64,CD Eligible,4055700
596,4,4055800,635031,625520,98.5,1685,560,33.23,Ineligible,4055800
597,4,4055900,1197170,363771,30.39,1190,815,68.49,Ineligible,4055900
908,4,4056000,831180,560391,67.42,1700,755,44.41,Ineligible,4056000
598,4,4056100,108589,6009,5.53,0,0,0,Ineligible,4056100
599,4,4056200,516221,512068,99.2,1625,760,46.77,Ineligible,4056200
1801,4,4056400,878834,652794,74.28,1085,480,44.24,Ineligible,4056400
600,4,4056500,631535,541158,85.69,1560,1015,65.06,CD Eligible,4056500
601,4,4056600,709854,570692,80.4,1295,725,55.98,CD Eligible,4056600
609,4,4059000,396790,383434,96.63,1315,705,53.61,CD Eligible,4059000
602,4,4056700,1775481,1655707,93.25,5410,2490,46.03,Ineligible,4056700
1738,4,4056800,3029510,1572164,51.89,5195,2190,42.16,Ineligible,4056800
603,4,4057700,1624990,1288766,79.31,3935,2270,57.69,CD Eligible,4057700
604,4,4057900,682957,607033,88.88,1690,1050,62.13,CD Eligible,4057900
1739,4,4058000,1244413,1189042,95.55,4240,1515,35.73,Ineligible,4058000
817,4,4058100,1246398,998142,80.08,3065,1735,56.61,CD Eligible,4058100
605,4,4058200,1811235,1427963,78.84,4975,1660,33.37,Ineligible,4058200
818,4,4058300,1750269,1275798,72.89,3565,1755,49.23,Ineligible,4058300
606,4,4058500,1889021,1445635,76.53,4505,2575,57.16,CD Eligible,4058500
607,4,4058700,1465866,1255462,85.65,3465,1770,51.08,CD Eligible,4058700
